Student_ID,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Risk_Level
STU-61130894,3,71.91,50.89,68.93,84.75,1.05,9.0,7.0,71.16,High Risk
STU-47A11041,1,40.82,40.6,27.51,16.24,1.53,0.0,6.0,35.95,High Risk
STU-7734AF31,4,90.47,67.86,76.59,53.83,2.16,7.0,0.0,54.0,Medium Risk
STU-AC89A654,2,69.77,90.32,45.05,31.37,2.11,3.0,2.0,96.98,Medium Risk
STU-76C068E8,2,62.01,78.06,56.61,13.22,1.78,3.0,2.0,16.5,Medium Risk
STU-CCFE2BA0,4,56.96,57.77,50.28,65.55,3.99,3.0,4.0,54.9,Low Risk
STU-0E7E2947,2,41.46,80.26,76.68,16.86,2.34,0.0,4.0,64.63,Medium Risk
STU-1CEF5E59,3,97.19,75.23,33.52,20.81,1.8,9.0,1.0,88.8,Medium Risk
STU-887E0431,4,83.18,93.04,48.01,17.36,2.22,9.0,1.0,74.94,Medium Risk
STU-679F663E,1,43.57,41.08,78.29,97.75,1.84,1.0,3.0,23.51,Medium Risk
STU-9AB2D2B7,1,68.23,29.54,74.91,13.53,2.06,6.0,0.0,47.08,Medium Risk
STU-6B4A15D4,1,71.11,57.6,32.15,34.28,1.38,0.0,2.0,25.59,Medium Risk
STU-4D089F06,4,45.91,48.89,44.81,68.68,1.0,4.0,2.0,94.13,Medium Risk
STU-5D8B41E1,1,62.77,97.99,16.22,84.1,2.47,8.0,7.0,73.76,High Risk
STU-B3190CFB,2,76.97,20.6,60.06,64.74,2.47,7.0,1.0,36.25,Medium Risk
STU-8373DE02,2,53.46,94.67,38.88,97.89,1.47,7.0,4.0,27.02,Medium Risk
STU-7EA40192,2,56.55,96.41,16.01,40.39,3.5,4.0,5.0,25.52,Medium Risk
STU-CA8CA640,3,42.93,24.08,51.1,52.48,1.58,3.0,3.0,58.49,High Risk
STU-1785BE1C,4,61.86,91.17,93.78,83.92,3.31,9.0,5.0,37.26,Medium Risk
STU-993C24C2,2,72.95,57.66,93.49,71.35,1.57,1.0,0.0,97.24,Low Risk
STU-4A5055D8,2,42.57,81.29,46.63,29.27,1.84,0.0,6.0,48.37,High Risk
STU-7076D7A2,3,74.96,26.34,53.18,54.88,1.81,1.0,1.0,99.39,Medium Risk
STU-5C1ACAE9,2,60.86,96.42,35.63,97.84,1.69,6.0,4.0,88.2,Medium Risk
STU-B9BFFB59,4,79.08,68.6,20.81,87.67,3.86,5.0,4.0,91.99,Low Risk
STU-56BE5941,2,55.46,91.9,73.98,27.26,1.79,6.0,0.0,48.05,Medium Risk
STU-029B7CF1,2,71.95,73.84,83.0,26.18,2.45,9.0,6.0,25.32,High Risk
STU-A0FBBFA9,4,74.83,62.94,89.81,84.56,3.21,2.0,0.0,86.36,Low Risk
STU-A493AE6A,2,79.88,33.8,94.5,27.9,1.96,4.0,5.0,15.43,High Risk
STU-77412AB8,1,84.2,34.24,92.86,50.75,1.04,2.0,1.0,53.1,Medium Risk
STU-82B3059C,1,43.86,57.81,17.33,26.27,3.29,8.0,7.0,27.47,High Risk
STU-73ABF548,4,97.74,89.64,98.14,11.32,1.85,7.0,0.0,91.7,Medium Risk
STU-8ED25E2C,3,89.84,29.22,47.26,88.79,3.62,6.0,2.0,88.82,Low Risk
STU-409517B2,2,71.55,99.87,90.32,80.11,2.47,5.0,6.0,26.7,Medium Risk
STU-E4A82C9E,4,92.87,90.07,52.46,52.35,2.87,3.0,4.0,61.88,Low Risk
STU-E00F0C59,2,59.86,51.4,50.89,24.36,3.85,3.0,6.0,34.9,Medium Risk
STU-ED1A6F4A,2,37.23,40.25,15.95,82.58,3.61,1.0,4.0,58.73,Medium Risk
STU-F3915348,3,82.26,93.76,19.46,42.34,3.38,5.0,2.0,98.0,Low Risk
STU-2492A389,3,96.32,29.86,72.06,69.58,2.59,5.0,3.0,34.59,Medium Risk
STU-B6914461,2,45.52,47.78,94.7,38.5,1.51,9.0,3.0,20.55,High Risk
STU-81DFB366,1,76.85,26.71,34.07,48.91,3.52,1.0,7.0,36.63,Medium Risk
STU-BFDFDE18,1,87.87,96.28,22.98,58.19,1.28,6.0,6.0,98.66,High Risk
STU-3920E422,3,93.83,69.41,33.18,78.58,3.66,9.0,0.0,21.94,Medium Risk
STU-417B96B8,4,52.97,46.89,33.05,84.89,3.3,3.0,5.0,18.2,Medium Risk
STU-AAC2AFA0,3,43.37,42.04,39.92,49.92,3.41,5.0,1.0,27.87,Medium Risk
STU-9B4DE060,4,51.11,55.53,23.05,30.97,2.13,5.0,3.0,83.55,Medium Risk
STU-93682807,3,72.55,27.31,35.02,23.83,1.25,6.0,5.0,55.07,High Risk
STU-D3B13640,4,94.72,91.15,93.31,40.67,3.18,2.0,1.0,43.77,Low Risk
STU-85AEB260,1,72.86,60.88,90.67,82.16,3.93,4.0,7.0,70.89,Low Risk
STU-71926D22,2,94.78,78.01,41.89,34.66,3.58,4.0,1.0,23.19,Low Risk
STU-19FBB41D,2,85.05,38.7,99.74,14.28,3.52,3.0,3.0,74.21,Low Risk
STU-6A83730A,2,73.9,60.3,40.36,60.78,2.9,9.0,7.0,40.83,High Risk
STU-482D4A3A,3,36.42,36.89,76.36,13.03,1.35,9.0,7.0,87.82,High Risk
STU-11CB1184,4,56.65,85.29,69.74,89.64,3.59,9.0,1.0,76.56,Low Risk
STU-A511672F,2,38.73,82.02,20.49,71.03,1.67,6.0,7.0,89.6,High Risk
STU-F31E56EF,4,55.95,31.86,44.1,33.12,1.79,4.0,0.0,30.71,Medium Risk
STU-EAFAB098,2,39.05,25.96,95.88,52.22,3.27,2.0,2.0,27.61,Low Risk
STU-D2955D88,2,45.91,85.94,19.32,76.53,3.15,3.0,7.0,75.47,Medium Risk
STU-778621EA,3,61.69,28.77,29.87,92.41,1.22,1.0,5.0,93.29,Medium Risk
STU-6C8C07BB,1,68.47,63.88,97.53,88.7,1.76,2.0,5.0,83.41,Low Risk
STU-79FC0123,2,49.11,62.76,18.38,16.26,3.45,4.0,2.0,94.95,Low Risk
STU-3A97B052,3,82.62,36.24,52.96,17.3,3.85,0.0,0.0,15.94,Low Risk
STU-84242263,4,73.37,67.31,93.06,63.8,1.8,3.0,0.0,30.19,Low Risk
STU-AF733070,3,79.96,60.22,95.21,54.68,3.28,4.0,4.0,67.57,Low Risk
STU-4C8A0567,2,82.63,60.74,98.24,36.36,2.52,4.0,2.0,50.94,Low Risk
STU-427E5F5A,1,82.25,48.78,55.91,97.86,2.14,7.0,0.0,80.05,Low Risk
STU-36990455,4,95.86,87.07,22.35,77.16,3.69,2.0,3.0,20.73,Low Risk
STU-760DD50D,2,50.42,26.75,80.68,71.86,2.64,8.0,1.0,68.62,Medium Risk
STU-E26A645D,4,52.56,55.09,75.26,26.32,3.08,3.0,5.0,93.99,Medium Risk
STU-19A4B2B7,2,41.12,40.79,64.27,35.55,2.78,9.0,7.0,34.52,High Risk
STU-11B213D2,3,73.52,87.87,90.5,64.45,2.93,4.0,0.0,72.88,Low Risk
STU-B5C7DB97,3,60.69,38.01,92.48,81.6,2.55,1.0,6.0,44.22,Medium Risk
STU-0DCCE9C8,2,67.25,81.36,73.08,93.8,2.6,1.0,3.0,46.54,Low Risk
STU-7C25885F,3,46.04,68.92,24.53,72.8,3.56,8.0,4.0,58.77,Medium Risk
STU-BB8B7D51,2,77.19,89.98,23.12,47.68,1.91,8.0,7.0,40.78,High Risk
STU-3A582D40,3,75.24,67.5,49.73,72.2,3.21,1.0,7.0,97.16,Medium Risk
STU-9F0684B4,4,52.21,64.52,39.88,16.23,1.81,0.0,7.0,18.71,High Risk
STU-1B2EBECB,1,65.25,84.09,26.3,64.01,1.21,0.0,2.0,77.34,Low Risk
STU-88CF64CE,3,93.13,65.0,66.95,90.52,3.71,8.0,3.0,21.9,Medium Risk
STU-2D3B31E6,1,85.28,87.56,73.1,67.33,2.23,4.0,1.0,87.58,Medium Risk
STU-7DD9A8E4,1,49.75,23.95,74.33,10.68,3.05,2.0,3.0,55.54,Medium Risk
STU-6DEE8F46,3,92.13,59.61,29.9,72.51,3.27,0.0,5.0,34.01,Low Risk
STU-CA4B9873,1,39.38,85.02,41.0,75.38,3.39,3.0,4.0,56.73,Medium Risk
STU-55C7EEC6,3,61.91,87.87,31.92,58.71,1.68,2.0,6.0,96.21,Medium Risk
STU-26F4F5B1,1,40.21,86.72,66.11,83.45,2.97,4.0,7.0,28.9,Medium Risk
STU-53715677,2,95.07,68.35,63.2,28.21,3.28,9.0,1.0,66.44,Medium Risk
STU-B9DDBAC7,1,37.65,99.52,57.78,46.81,1.36,7.0,2.0,55.33,Medium Risk
STU-35E33B0D,1,44.83,34.51,40.16,82.68,1.42,6.0,1.0,74.3,Medium Risk
STU-F8DBAB4A,4,94.48,33.96,35.15,64.33,2.09,4.0,3.0,29.74,Medium Risk
STU-FD91F7F4,3,72.84,22.63,90.68,99.49,1.91,9.0,0.0,65.63,Low Risk
STU-F0E82C66,4,86.69,99.15,19.15,16.23,3.39,2.0,0.0,87.33,Low Risk
STU-6ACBD951,1,36.07,47.84,70.79,31.99,2.93,4.0,1.0,17.17,Medium Risk
STU-D014D4EA,4,62.24,80.96,16.66,27.92,2.49,0.0,7.0,83.22,Medium Risk
STU-41DA8CCE,3,98.99,24.78,31.48,97.88,1.32,2.0,7.0,55.34,Medium Risk
STU-0546FA98,1,72.69,43.9,39.61,88.23,1.34,1.0,5.0,31.29,Medium Risk
STU-CB559D05,3,90.23,69.91,90.35,21.98,2.55,0.0,6.0,66.7,Low Risk
STU-351C62AB,3,97.63,61.98,26.71,41.84,3.65,4.0,7.0,40.5,Medium Risk
STU-176C9C4F,2,79.53,36.62,94.71,14.73,3.33,0.0,1.0,98.74,Low Risk
STU-9F7C6C0B,3,56.3,56.93,84.31,66.93,3.64,1.0,7.0,38.02,Low Risk
STU-0AA4F0A5,2,55.06,28.7,72.72,39.81,2.7,0.0,4.0,75.74,Medium Risk
STU-B5A446AB,2,39.63,63.42,50.0,33.18,1.66,9.0,3.0,57.66,High Risk
STU-92E45426,2,62.81,27.76,91.95,57.08,1.1,7.0,1.0,48.56,Medium Risk
STU-0853A555,4,94.5,70.87,59.88,81.6,3.82,7.0,0.0,59.69,Low Risk
STU-2E54D36E,2,66.07,32.43,46.55,46.35,2.43,0.0,2.0,40.95,Medium Risk
STU-24BE2680,2,94.21,63.77,64.78,78.17,3.58,6.0,5.0,54.24,Medium Risk
STU-0BD1C209,3,88.11,30.33,34.74,50.15,3.2,2.0,3.0,46.89,Medium Risk
STU-B221FA61,3,98.97,52.06,38.19,29.31,3.5,2.0,4.0,70.01,Medium Risk
STU-089DD951,3,96.6,48.15,93.14,50.16,1.63,1.0,3.0,76.38,Low Risk
STU-3041031B,1,80.92,80.51,82.48,58.42,3.04,1.0,0.0,80.33,Low Risk
STU-A9E96CE7,3,91.63,71.29,58.65,51.54,3.17,9.0,3.0,81.82,Medium Risk
STU-4983EF0C,2,83.63,94.97,50.41,34.69,2.66,5.0,4.0,45.05,Medium Risk
STU-957E25F4,2,80.72,93.75,83.64,26.66,3.51,4.0,6.0,67.31,Medium Risk
STU-C69CB206,3,81.51,78.0,63.5,95.23,3.96,5.0,4.0,58.03,Low Risk
STU-DF2AAEA7,3,81.87,81.65,50.28,36.77,1.03,9.0,2.0,69.41,Medium Risk
STU-F0E1C64D,4,59.66,69.99,58.81,73.48,2.36,2.0,7.0,45.09,Medium Risk
STU-55DCFF3B,3,62.53,75.33,34.78,40.66,3.26,6.0,3.0,31.27,Medium Risk
STU-D4925F20,3,54.11,69.38,32.17,97.27,3.18,9.0,2.0,76.71,Medium Risk
STU-E420CF82,2,44.64,44.94,99.07,98.95,2.4,3.0,1.0,47.15,Low Risk
STU-3FCA9259,1,64.8,48.06,97.42,84.26,3.53,1.0,2.0,77.2,Low Risk
STU-1A5A1EAB,4,93.5,65.98,50.77,62.33,3.03,6.0,1.0,75.13,Low Risk
STU-EE20A3F1,2,77.33,77.61,58.8,58.79,2.65,3.0,7.0,99.43,Medium Risk
STU-7A7767D1,3,38.65,52.49,85.31,39.61,1.82,0.0,1.0,46.08,Low Risk
STU-630E6E33,3,87.73,31.41,76.7,20.98,2.1,8.0,1.0,73.04,Medium Risk
STU-1E6EF01F,1,95.8,56.75,23.46,17.12,3.97,0.0,0.0,73.92,Low Risk
STU-3E62F835,4,88.91,97.06,46.84,51.89,3.72,0.0,5.0,94.78,Low Risk
STU-84C62804,4,82.29,37.13,36.26,98.09,3.09,6.0,4.0,57.4,Medium Risk
STU-5602C609,3,44.76,71.93,99.37,32.22,3.58,6.0,1.0,71.51,Low Risk
STU-23FEA050,1,57.68,98.6,78.64,46.99,1.41,8.0,5.0,79.15,Medium Risk
STU-630F63CF,2,71.74,50.1,19.06,67.73,1.8,4.0,3.0,99.1,Medium Risk
STU-A0A7D863,1,40.0,91.03,91.5,41.6,3.66,1.0,0.0,54.03,Low Risk
STU-510D9396,3,41.91,89.12,93.88,10.33,2.41,7.0,1.0,36.81,Medium Risk
STU-AA87FC7E,3,95.73,47.12,43.33,45.66,2.77,2.0,1.0,66.47,Low Risk
STU-E2214252,1,80.67,27.88,69.57,82.42,3.65,4.0,4.0,51.89,Low Risk
STU-73F663BE,3,52.88,34.28,72.97,94.96,2.21,5.0,0.0,23.34,Medium Risk
STU-94C73C79,2,56.28,49.26,77.01,34.76,2.45,2.0,7.0,52.93,Medium Risk
STU-78051ED4,4,59.99,96.73,73.95,92.95,1.34,5.0,0.0,74.03,Low Risk
STU-E78A61EC,2,39.88,41.96,62.58,88.04,3.97,4.0,5.0,54.02,Medium Risk
STU-4A803A0C,2,83.05,94.15,96.08,46.61,3.92,6.0,2.0,63.58,Low Risk
STU-B8A0C62E,2,46.49,34.51,58.55,10.42,1.89,9.0,3.0,75.32,High Risk
STU-D755729A,4,87.33,97.58,24.43,86.04,3.56,1.0,4.0,58.16,Low Risk
STU-3687964C,2,89.98,43.49,21.84,35.81,3.21,7.0,7.0,23.22,High Risk
STU-79425D9F,2,76.5,70.65,16.56,78.03,1.44,5.0,5.0,73.83,High Risk
STU-82D6DCAD,1,85.04,25.58,51.37,61.44,1.07,0.0,2.0,31.51,Medium Risk
STU-84527B53,2,46.17,43.97,38.23,29.95,1.04,1.0,2.0,75.85,Medium Risk
STU-78AEFB7F,4,72.44,36.86,91.09,68.34,1.2,2.0,3.0,41.08,Low Risk
STU-6CB5A1F3,3,78.99,20.27,88.71,78.84,2.88,2.0,5.0,60.64,Medium Risk
STU-9E9C7CC5,1,78.0,32.54,86.22,52.7,2.48,9.0,6.0,20.47,High Risk
STU-7A3ED4D8,2,42.62,67.45,88.72,77.31,3.99,2.0,4.0,39.3,Low Risk
STU-22ECC036,1,57.38,51.19,40.3,46.45,1.86,4.0,5.0,93.6,High Risk
STU-90C775BE,4,56.13,77.81,51.22,98.22,3.18,8.0,7.0,59.63,High Risk
STU-CBBABADD,3,72.21,73.69,41.5,31.58,2.16,5.0,5.0,92.16,Medium Risk
STU-DA90AAD9,3,84.74,83.94,22.32,80.01,1.29,8.0,7.0,94.88,High Risk
STU-4CE64A31,3,72.09,89.36,93.54,77.46,3.63,2.0,3.0,38.54,Low Risk
STU-C9A33666,4,84.06,85.59,67.35,57.65,2.2,8.0,4.0,92.0,Medium Risk
STU-A65B0696,4,41.43,55.84,26.27,41.53,3.75,3.0,6.0,70.89,Medium Risk
STU-1210EEC0,1,92.08,44.7,32.52,50.12,3.81,6.0,1.0,61.25,Low Risk
STU-310A1C91,4,69.88,60.18,53.31,66.65,3.46,0.0,5.0,49.45,Low Risk
STU-C86041E7,4,37.44,62.81,19.41,57.73,1.08,9.0,0.0,36.44,High Risk
STU-3DB3CE83,2,76.81,45.05,38.12,78.54,3.9,2.0,1.0,48.93,Low Risk
STU-E3DD0D39,4,68.63,63.2,74.79,42.46,1.37,3.0,7.0,70.57,High Risk
STU-FC6A192E,3,49.32,28.46,93.23,19.65,3.79,7.0,1.0,45.85,Medium Risk
STU-824CEF1F,4,84.69,38.48,93.94,55.5,2.82,0.0,1.0,44.96,Low Risk
STU-FB025E4F,1,95.68,79.68,59.2,33.31,2.13,6.0,3.0,61.26,Medium Risk
STU-A24EB37F,3,55.97,34.63,41.53,65.5,3.16,3.0,4.0,18.85,Medium Risk
STU-4D17691E,1,67.1,31.12,93.26,56.83,2.52,2.0,1.0,67.01,Low Risk
STU-4F2C326C,4,43.33,42.99,81.86,80.09,3.38,7.0,0.0,39.86,Low Risk
STU-D7155F6B,4,95.44,49.68,64.9,61.77,2.54,4.0,1.0,56.83,Low Risk
STU-7D56E934,3,55.72,46.28,85.94,48.77,2.11,5.0,2.0,85.48,Medium Risk
STU-68E76300,2,47.66,49.97,54.0,20.79,2.08,1.0,2.0,82.35,Medium Risk
STU-614B5434,3,66.1,31.19,24.54,20.81,2.06,0.0,3.0,39.79,Medium Risk
STU-D8593113,2,37.81,33.23,94.75,67.63,2.42,6.0,5.0,19.28,High Risk
STU-E54B9055,3,51.43,38.87,60.39,89.27,1.33,7.0,5.0,47.16,High Risk
STU-705D142C,3,39.4,52.16,74.1,47.33,2.99,2.0,0.0,24.97,Low Risk
STU-B92EF4AB,1,43.28,46.87,48.34,57.77,2.02,5.0,3.0,51.73,High Risk
STU-C8908109,1,42.29,83.31,26.54,63.21,2.68,0.0,6.0,85.37,Medium Risk
STU-FA35F71D,3,91.71,62.04,38.11,52.96,2.58,3.0,3.0,42.53,Low Risk
STU-4592C502,2,95.48,66.06,18.71,15.36,3.57,1.0,6.0,84.07,Medium Risk
STU-61D64DE9,4,65.84,64.85,22.44,63.02,3.59,0.0,3.0,97.37,Low Risk
STU-E709E6E3,2,75.98,51.9,32.42,22.34,3.97,2.0,5.0,72.63,Low Risk
STU-5765301F,1,80.23,98.44,62.69,60.02,1.72,1.0,1.0,87.23,Low Risk
STU-73213E0C,3,60.44,22.99,99.4,79.78,1.1,4.0,4.0,86.63,Medium Risk
STU-5961F893,3,59.06,37.27,86.72,10.49,2.27,8.0,4.0,16.69,High Risk
STU-0D3024E4,3,78.91,42.77,22.3,48.74,3.69,7.0,0.0,71.29,Medium Risk
STU-104D3E37,3,59.49,90.5,86.6,77.11,2.8,1.0,1.0,80.53,Low Risk
STU-62FE5D23,2,72.77,93.51,60.59,57.57,2.12,6.0,7.0,52.76,High Risk
STU-94F3F6ED,3,68.49,87.69,71.13,31.18,3.32,2.0,5.0,86.9,Medium Risk
STU-1E47CFBB,1,69.09,53.36,26.03,72.78,3.14,5.0,4.0,71.45,Medium Risk
STU-496A1786,2,88.91,93.17,48.61,80.51,3.14,8.0,2.0,73.21,Low Risk
STU-6ADA77D4,1,80.76,27.88,90.15,42.63,2.54,2.0,5.0,49.67,Medium Risk
STU-1FCEE5B9,1,97.44,72.19,51.16,36.77,2.59,9.0,5.0,90.12,Medium Risk
STU-97217D6F,1,86.41,94.98,25.8,59.06,2.67,9.0,3.0,47.21,Medium Risk
STU-09F5620F,1,44.48,80.39,41.44,42.89,2.66,1.0,5.0,27.46,Medium Risk
STU-E9E73BCE,4,83.0,42.23,33.83,85.23,1.62,1.0,4.0,41.71,Medium Risk
STU-4D7D012C,2,78.27,77.4,73.39,80.11,1.74,4.0,5.0,49.12,Medium Risk
STU-C4A1784A,1,76.99,43.58,92.44,38.07,2.12,5.0,3.0,78.97,Medium Risk
STU-CA0F404A,4,66.25,28.93,77.35,51.13,3.57,3.0,1.0,22.4,Low Risk
STU-CDC8063B,2,39.06,77.38,86.71,90.05,2.39,5.0,6.0,70.97,Medium Risk
STU-364B3D06,2,96.85,34.34,83.49,23.26,3.78,3.0,4.0,58.54,Medium Risk
STU-D0382CEA,2,90.38,28.89,16.24,77.88,3.38,4.0,3.0,41.9,Medium Risk
STU-CC98E5F8,2,66.64,64.14,25.57,38.51,3.58,6.0,4.0,48.57,Medium Risk
STU-75660BFA,2,45.31,69.65,50.99,20.75,1.4,5.0,4.0,74.36,High Risk
STU-2CFC4ADB,2,88.59,24.08,24.53,20.53,1.45,1.0,0.0,66.11,Medium Risk
STU-3186ECDC,4,62.99,20.36,77.47,34.87,1.71,8.0,5.0,21.07,High Risk
STU-E7151446,1,60.36,90.57,20.97,59.33,2.99,9.0,0.0,23.44,Medium Risk
STU-E46FAE78,1,78.25,29.22,50.38,91.71,2.43,4.0,7.0,74.76,Medium Risk
STU-C63C42F1,3,84.31,66.71,48.34,37.27,1.51,8.0,1.0,89.78,Medium Risk
STU-72D3FDFA,2,39.08,96.28,61.19,27.93,3.24,4.0,3.0,28.68,Medium Risk
STU-B5DFB650,2,84.89,60.95,68.5,53.08,2.55,2.0,5.0,65.6,Medium Risk
STU-3AE22DB9,4,82.71,31.18,95.49,24.1,3.19,6.0,0.0,32.51,Medium Risk
STU-90F1412B,4,73.3,51.48,38.05,34.45,3.73,7.0,0.0,98.68,Low Risk
STU-BA24620B,4,57.0,69.92,71.61,98.8,3.74,4.0,1.0,68.4,Low Risk
STU-675B90D2,1,45.71,81.03,17.98,60.22,1.9,8.0,2.0,84.42,High Risk
STU-B1C322AC,4,41.67,68.56,15.09,80.55,1.48,2.0,2.0,39.63,Medium Risk
STU-65B16BCE,2,35.08,22.75,17.16,29.06,2.3,7.0,4.0,43.76,High Risk
STU-B492858B,1,48.42,31.45,53.16,56.81,1.25,1.0,7.0,27.39,High Risk
STU-B74AC068,2,61.74,49.74,62.18,55.95,1.13,9.0,1.0,72.76,Medium Risk
STU-02F34D26,3,50.84,76.46,15.53,83.14,3.93,0.0,3.0,98.43,Low Risk
STU-F26B0CE7,1,55.08,66.75,48.69,11.94,3.92,6.0,5.0,56.69,Medium Risk
STU-AE6575C2,3,60.38,23.58,18.47,87.44,2.06,9.0,0.0,23.2,High Risk
STU-E7A3322A,4,55.04,83.75,70.53,17.16,3.46,4.0,6.0,16.13,Medium Risk
STU-E808DABE,1,82.1,68.41,68.65,92.49,1.67,6.0,6.0,75.22,Medium Risk
STU-42D806BD,3,66.96,90.97,81.66,22.86,2.25,2.0,2.0,30.23,Low Risk
STU-22A8937E,2,36.26,53.41,61.43,57.9,3.18,2.0,7.0,94.42,Medium Risk
STU-E1E55A29,2,49.73,59.22,67.95,18.95,2.65,0.0,0.0,77.4,Low Risk
STU-01F7AE0F,2,81.13,52.44,38.75,50.25,3.46,2.0,4.0,30.89,Medium Risk
STU-80CBF652,3,54.56,77.8,22.26,36.94,3.94,0.0,6.0,91.7,Low Risk
STU-1C3201A3,2,94.81,80.17,77.67,47.81,1.03,3.0,7.0,33.82,Medium Risk
STU-CD014833,4,81.32,77.86,67.01,59.05,3.77,9.0,7.0,96.21,Medium Risk
STU-DDE3EC94,4,53.85,43.33,94.76,51.35,2.24,4.0,0.0,39.41,Medium Risk
STU-3F4F4297,4,68.57,70.88,99.08,12.08,2.22,9.0,1.0,25.64,Medium Risk
STU-75F259A5,1,78.37,47.08,87.02,87.71,1.0,8.0,7.0,63.54,High Risk
STU-3637AC12,1,47.57,86.74,98.78,18.55,3.5,0.0,3.0,65.6,Low Risk
STU-526438C9,2,51.0,24.41,70.03,98.26,3.28,7.0,6.0,68.41,High Risk
STU-B73339DA,3,67.96,23.02,22.82,86.62,3.68,3.0,0.0,38.07,Low Risk
STU-76B69F4F,4,95.12,28.14,22.64,60.52,1.5,3.0,5.0,46.56,High Risk
STU-70753AAE,3,57.36,36.19,83.61,32.07,1.65,0.0,5.0,99.29,Medium Risk
STU-9C5EF025,3,61.14,23.01,35.13,17.76,1.91,7.0,3.0,48.95,High Risk
STU-0B2C3D15,1,47.39,25.73,20.18,70.47,2.59,4.0,6.0,23.67,High Risk
STU-A19AA2A1,4,73.56,44.48,55.14,28.14,2.04,2.0,5.0,51.23,High Risk
STU-532EA765,1,83.11,27.98,41.74,75.99,1.9,4.0,1.0,31.2,Medium Risk
STU-81E9917D,1,63.64,84.17,64.99,84.93,1.55,6.0,4.0,27.63,Medium Risk
STU-C52FC45C,4,83.77,24.31,66.01,99.01,1.48,8.0,1.0,47.51,Medium Risk
STU-2453CB41,3,54.67,92.63,72.93,55.38,2.42,8.0,2.0,44.23,Medium Risk
STU-59DF5067,1,80.95,89.67,64.0,97.72,2.34,6.0,7.0,24.92,Medium Risk
STU-B9D2CF6E,2,51.79,36.67,47.38,23.44,3.36,8.0,7.0,16.43,High Risk
STU-C9291704,1,85.74,25.72,17.01,85.26,3.47,8.0,6.0,68.81,High Risk
STU-C3446CDD,3,88.99,28.44,91.93,42.38,3.1,2.0,4.0,35.36,Low Risk
STU-52E0A92D,2,86.85,64.73,42.79,42.83,3.49,4.0,0.0,87.81,Low Risk
STU-475C0A0F,4,49.01,68.07,58.11,34.18,1.33,1.0,3.0,41.3,Medium Risk
STU-D9D1D217,2,80.13,45.25,62.34,25.61,2.37,9.0,4.0,61.33,Medium Risk
STU-43626CE6,2,70.01,43.75,41.76,49.8,1.86,4.0,6.0,33.82,High Risk
STU-825A00BF,1,99.09,62.52,41.22,98.86,1.76,6.0,4.0,30.71,Medium Risk
STU-99B56327,1,58.5,44.45,37.17,39.69,3.14,4.0,6.0,95.31,High Risk
STU-D102D72D,3,85.13,94.75,35.69,51.5,3.49,7.0,2.0,72.59,Low Risk
STU-31E7DAA3,3,59.06,50.61,17.58,30.57,1.34,9.0,0.0,95.72,Medium Risk
STU-D62176AF,1,60.8,37.59,96.42,40.34,1.37,1.0,5.0,32.01,High Risk
STU-12469F44,2,42.21,31.68,65.6,14.96,2.92,5.0,4.0,78.65,High Risk
STU-7281BBF5,4,50.58,70.54,24.19,96.04,1.43,9.0,2.0,34.0,High Risk
STU-20AC63EF,2,45.69,46.13,65.32,55.88,3.31,5.0,3.0,78.68,Medium Risk
STU-39925D19,1,45.35,35.1,34.74,75.97,3.49,3.0,3.0,85.6,Low Risk
STU-FA047361,2,35.59,42.07,41.41,56.2,2.57,0.0,7.0,33.15,High Risk
STU-EB4AAC6A,3,86.6,44.63,83.1,79.32,3.73,5.0,5.0,46.18,Low Risk
STU-783F2539,1,65.42,70.07,90.29,58.07,1.06,8.0,0.0,66.47,Medium Risk
STU-F63D8234,2,87.27,33.97,74.49,73.14,1.68,0.0,5.0,92.4,Medium Risk
STU-6B14EA4D,3,74.82,78.62,94.27,71.63,3.32,5.0,6.0,17.33,Medium Risk
STU-61363E45,4,89.04,44.39,91.93,58.02,3.87,3.0,0.0,62.45,Low Risk
STU-C584E4CA,2,67.74,59.06,61.85,30.75,3.88,8.0,0.0,26.67,Medium Risk
STU-DD306D73,1,41.11,72.39,92.17,29.07,1.0,8.0,3.0,51.09,High Risk
STU-0B9F79F8,2,75.09,63.49,61.32,88.69,2.9,6.0,1.0,60.39,Low Risk
STU-AF2ABD9A,2,79.05,72.98,23.86,20.86,1.08,0.0,0.0,82.1,Medium Risk
STU-CF45E9AE,1,75.72,45.81,85.5,60.33,3.1,2.0,7.0,99.84,Low Risk
STU-572F3AE6,3,87.09,97.08,26.15,55.23,3.3,0.0,1.0,62.59,Low Risk
STU-89CD2DF3,4,82.55,56.72,41.86,81.86,3.57,4.0,1.0,51.61,Low Risk
STU-2E920407,4,63.12,45.75,47.28,22.19,2.59,6.0,6.0,58.15,High Risk
STU-9B4A2031,1,88.24,43.71,83.62,71.86,3.55,4.0,0.0,66.15,Low Risk
STU-8416725D,3,79.97,23.42,22.1,64.53,3.77,2.0,1.0,22.16,Low Risk
STU-D861D943,1,42.82,74.78,52.82,73.11,2.6,4.0,1.0,21.11,Low Risk
STU-A812DC1B,2,70.09,41.0,52.12,65.91,2.57,8.0,1.0,44.23,Medium Risk
STU-2BB18490,4,82.36,96.71,64.48,60.63,2.52,2.0,5.0,20.04,Medium Risk
